ORG_NPI_NUM,Claims,LAT,LNG,ZIP_CODE,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,White,Non-White,Unknown,% non-white,Masked Racial Diversity,No_Exptirpation,Exptirpation,% treated with extirpation,Masked Extirpation,Zip Code,Latitude,Longitude,Cummulative Claim Count,% of Claims,Deciles,Abbott Sites,Final_Zip_Code,Final_Latitude,Final_Longitude,Min,Max,Range,Average,Mapped_State_Name
1336183367,197,42.463144,-83.34727,48336,BOTSFORD GENERAL HOSPITAL,28050 GRAND RIVER AVE,FARMINGTON HILLS,MI,107,88,2,44.67,44.67%,197,0,0,0%,48336,42.444176,-83.324791,97666,32%,Decile 4,0,48336,42.444176,-83.324791,170,206,170-206,186,Michigan
1407804669,197,42.649481,-71.348229,1854,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,LOWELL,MA,180,14,3,7.1,7.10%,194,3,1.5,<5.58%,1854,42.647736,-71.342278,97863,33%,Decile 4,0,1854,42.647736,-71.342278,170,206,170-206,186,Massachusetts
1588771919,197,41.522116,-87.700733,60461,FRANCISCAN HEALTH OLYMPIA FIELDS & CHICAGO HEIGHTS,20201 CRAWFORD AVE,OLYMPIA FIELDS,IL,79,118,0,59.89,59.89%,196,1,0.5,<5.58%,60461,41.523241,-87.710796,98060,33%,Decile 4,0,60461,41.523241,-87.710796,170,206,170-206,186,Illinois
1730121633,197,42.524435,-70.870859,1970,"NORTH SHORE MEDICAL CENTER, INC.",81 HIGHLAND AVE,SALEM,MA,177,12,8,6.09,6.09%,197,0,0,0%,1970,42.510777,-70.90712,98257,33%,Decile 4,0,1970,42.510777,-70.90712,170,206,170-206,186,Massachusetts
1962464016,197,37.579912,-77.523347,23226,BON SECOURS ST. MARY'S HOSPITAL OF RICHMOND LLC,5801 BREMO RD,RICHMOND,VA,146,45,6,22.84,22.84%,196,1,0.5,<5.58%,23226,37.58429,-77.512619,98454,33%,Decile 4,0,23226,37.58429,-77.512619,170,206,170-206,186,Virginia
1386749893,196,39.671143,-86.07211,46237,FRANCISCAN HEALTH INDIANAPOLIS & MOORESVILLE,8111 S EMERSON AVE,INDIANAPOLIS,IN,185,5,6,2.55,<5.61%,194,2,1,<5.61%,46237,39.650016,-86.082682,98650,33%,Decile 4,0,46237,39.650016,-86.082682,170,206,170-206,186,Indiana
1760542732,196,42.25172,-89.079945,61104,SWEDISHAMERICAN HOSPITAL,1401 E STATE ST,ROCKFORD,IL,169,26,1,13.26,13.26%,196,0,0,0%,61104,42.265978,-89.073895,98846,33%,Decile 4,0,61104,42.265978,-89.073895,170,206,170-206,186,Illinois
1154302487,195,44.128125,-93.97899,56001,MAYO CLINIC HEALTH SYSTEM-SOUTHWEST MINNESOTA REGION,1025 MARSH ST,MANKATO,MN,191,1,3,0.51,<5.64%,194,1,0.5,<5.64%,56001,44.163696,-93.983719,99041,33%,Decile 4,0,56001,44.163696,-93.983719,170,206,170-206,186,Minnesota
1245217520,195,44.778472,-93.272269,55337,FAIRVIEW HEALTH SERVICES,201 E NICOLLET BLVD,BURNSVILLE,MN,177,14,4,7.17,7.17%,195,0,0,0%,55337,44.748941,-93.272666,99236,33%,Decile 4,0,55337,44.748941,-93.272666,170,206,170-206,186,Minnesota
1396857488,195,40.785828,-74.3291,7039,COOPERMAN BARNABAS MEDICAL CENTER INC,94 OLD SHORT HILLS RD,LIVINGSTON,NJ,104,84,7,43.07,43.07%,194,1,0.5,<5.64%,7039,40.763149,-74.304764,99431,33%,Decile 4,0,7039,40.763149,-74.304764,170,206,170-206,186,New Jersey
1407828429,195,34.13946,-118.166649,91105,"PASADENA HOSPITAL ASSOCIATION, LTD",100 W CALIFORNIA BLVD,PASADENA,CA,135,56,4,28.71,28.71%,192,3,1.5,<5.64%,91105,34.132595,-118.15255,99626,33%,Decile 4,0,91105,34.132595,-118.15255,170,206,170-206,186,California
1609831247,195,39.643695,-78.755141,21502,UPMC WESTERN MARYLAND CORPORATION,12500 WILLOWBROOK RD,CUMBERLAND,MD,191,4,0,2.05,<5.64%,184,11,5.6,5.60%,21502,39.648151,-78.732521,99821,33%,Decile 4,0,21502,39.648151,-78.732521,170,206,170-206,186,Maryland
1760510937,195,34.923013,-120.259463,93454,DIGNITY HEALTH,1400 E CHURCH ST,SANTA MARIA,CA,174,20,1,10.25,10.25%,195,0,0,0%,93454,34.95092,-120.413185,100016,33%,Decile 4,0,93454,34.95092,-120.413185,170,206,170-206,186,California
1043299001,193,41.882056,-70.63129,2360,"BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH, INC.",275 SANDWICH ST,PLYMOUTH,MA,186,6,1,3.1,<5.69%,193,0,0,0%,-,-,-,100209,33%,Decile 4,0,2360,41.882056,-70.63129,170,206,170-206,186,Massachusetts
1104870187,193,36.196814,-115.264363,89128,"SUNRISE MOUNTAINVIEW HOSPITAL, INC.",3100 N TENAYA WAY,LAS VEGAS,NV,136,56,1,29.01,29.01%,188,5,2.5,<5.69%,89128,36.215546,-115.248795,100402,33%,Decile 4,0,89128,36.215546,-115.248795,170,206,170-206,186,Nevada
1528009412,193,,,,SANFORD MEDICAL CENTER FARGO,801 BROADWAY N,FARGO,ND,185,4,4,2.07,<5.69%,187,6,3.1,<5.69%,58102,46.885218,-96.788204,100595,33%,Decile 4,0,58102,46.885218,-96.788204,170,206,170-206,186,North Dakota
1679664395,193,33.882179,-84.375289,30342,SAINT JOSEPHS HOSPITAL OF ATLANTA INC,5665 PEACHTREE DUNWOODY RD NE,ATLANTA,GA,154,38,1,19.68,19.68%,189,4,2,<5.69%,30342,33.909122,-84.349304,100788,33%,Decile 4,0,30342,33.909122,-84.349304,170,206,170-206,186,Georgia
1588659528,192,41.81823,-71.409088,2903,RHODE ISLAND HOSPITAL,593 EDDY ST,PROVIDENCE,RI,158,26,8,13.54,13.54%,190,2,1,<5.72%,2903,41.812527,-71.407631,100980,34%,Decile 4,0,2903,41.812527,-71.407631,170,206,170-206,186,Rhode Island
1932103413,192,40.791763,-73.94397,10029,MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,97,91,4,47.39,47.39%,189,3,1.5,<5.72%,10029,40.78999,-73.953689,101172,34%,Decile 4,0,10029,40.78999,-73.953689,170,206,170-206,186,New York
1346285657,191,,,,UNIVERSITY OF ROCHESTER,601 ELMWOOD AVE,ROCHESTER,NY,140,46,5,24.08,24.08%,186,5,2.6,<5.75%,14642,43.122948,-77.623581,101363,34%,Decile 4,0,14642,43.122948,-77.623581,170,206,170-206,186,New York
1417152745,190,33.668187,-111.822523,85255,HONORHEALTH,7400 E THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,184,4,2,2.1,<5.78%,181,9,4.7,<5.78%,85255,33.670981,-111.922295,101553,34%,Decile 4,0,85255,33.670981,-111.922295,170,206,170-206,186,Arizona
1508815333,190,43.061111,-76.134924,13203,ST JOSEPHS HOSPITAL HEALTH CENTER,301 PROSPECT AVE,SYRACUSE,NY,178,8,4,4.21,<5.78%,190,0,0,0%,13203,43.055958,-76.149506,101743,34%,Decile 4,1,13203,43.055958,-76.149506,170,206,170-206,186,New York
1568435477,190,40.271823,-76.637562,17033,THE MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DR,HERSHEY,PA,170,15,5,7.89,7.89%,190,0,0,0%,17033,40.268254,-76.618864,101933,34%,Decile 4,0,17033,40.268254,-76.618864,170,206,170-206,186,Pennsylvania
1629006457,190,44.951483,-93.090649,55101,REGIONS HOSPITAL,640 JACKSON ST,SAINT PAUL,MN,147,41,2,21.57,21.57%,185,5,2.6,<5.78%,55101,44.955494,-93.095406,102123,34%,Decile 4,0,55101,44.955494,-93.095406,170,206,170-206,186,Minnesota
1669431219,190,38.79365,-76.081602,21601,"SHORE HEALTH SYSTEM, INC",219 S WASHINGTON ST,EASTON,MD,148,40,2,21.05,21.05%,190,0,0,0%,21601,38.76939,-76.076721,102313,34%,Decile 4,0,21601,38.76939,-76.076721,170,206,170-206,186,Maryland
1063426823,189,29.235588,-81.063969,32117,MEMORIAL HEALTH SYSTEMS INC,301 MEMORIAL MEDICAL PKWY,DAYTONA BEACH,FL,176,11,2,5.82,5.82%,184,5,2.6,<5.82%,32117,29.243685,-81.1082,102502,34%,Decile 4,0,32117,29.243685,-81.1082,170,206,170-206,186,Florida
1073605879,189,32.8059,-79.94318,29403,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,169 ASHLEY AVE,CHARLESTON,SC,112,70,7,37.03,37.03%,188,1,0.5,<5.82%,29518,33.784658,-79.838546,102691,34%,Decile 4,0,29518,33.784658,-79.838546,170,206,170-206,186,South Carolina
1083612881,189,40.891197,-73.972515,7631,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,149,37,3,19.57,19.57%,188,1,0.5,<5.82%,7631,40.90419,-73.968666,102880,34%,Decile 4,1,7631,40.90419,-73.968666,170,206,170-206,186,New Jersey
1275620585,189,,,,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 E MOUNTAIN BLVD,WILKES BARRE,PA,180,9,0,4.76,<5.82%,188,1,0.5,<5.82%,18711,41.257211,-75.809129,103069,34%,Decile 4,0,18711,41.257211,-75.809129,170,206,170-206,186,Pennsylvania
1356366991,189,40.789713,-81.425956,44710,AULTMAN HOSPITAL,2600 6TH ST SW,CANTON,OH,168,12,9,6.34,6.34%,189,0,0,0%,44710,40.796711,-81.403786,103258,34%,Decile 4,0,44710,40.796711,-81.403786,170,206,170-206,186,Ohio
1396790200,189,39.644445,-104.965111,80113,HCA HEALTHONE LLC,501 E HAMPDEN AVE,ENGLEWOOD,CO,172,10,7,5.29,<5.82%,188,1,0.5,<5.82%,80113,39.653858,-104.980591,103447,34%,Decile 4,0,80113,39.653858,-104.980591,170,206,170-206,186,Colorado
1689772592,189,,,,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVE,SAN FRANCISCO,CA,125,53,11,28.04,28.04%,188,1,0.5,<5.82%,94115,37.784695,-122.439227,103636,34%,Decile 4,0,94115,37.784695,-122.439227,170,206,170-206,186,California
1750392304,189,40.457521,-105.050761,80538,MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVE.,LOVELAND,CO,177,3,9,1.58,<5.82%,188,1,0.5,<5.82%,80538,40.415604,-104.997124,103825,35%,Decile 4,0,80538,40.415604,-104.997124,170,206,170-206,186,Colorado
1639116726,188,30.531268,-87.221604,32514,"WEST FLORIDA REGIONAL MEDICAL CENTER, INC.",8383 N DAVIS HWY,PENSACOLA,FL,152,35,1,18.61,18.61%,186,2,1,<5.85%,32514,30.515802,-87.218338,104013,35%,Decile 4,0,32514,30.515802,-87.218338,170,206,170-206,186,Florida
1760427157,188,27.094564,-82.440895,34285,VENICE HMA LLC,540 THE RIALTO,VENICE,FL,182,2,4,1.06,<5.85%,188,0,0,0%,34285,27.090536,-82.444912,104201,35%,Decile 4,0,34285,27.090536,-82.444912,170,206,170-206,186,Florida
1811973100,188,29.959763,-90.163314,70121,OCHSNER CLINIC FOUNDATION,1516 JEFFERSON HWY,NEW ORLEANS,LA,91,95,2,50.53,50.53%,187,1,0.5,<5.85%,70121,29.960785,-90.144669,104389,35%,Decile 4,0,70121,29.960785,-90.144669,170,206,170-206,186,Louisiana
1295721090,187,26.936558,-80.131851,33458,"JUPITER MEDICAL CENTER, INC.",1210 SOUTH OLD DIXIE HIGHWAY,JUPITER,FL,177,7,3,3.74,<5.88%,185,2,1,<5.88%,33458,26.922586,-80.096467,104576,35%,Decile 4,0,33458,26.922586,-80.096467,170,206,170-206,186,Florida
1508845322,187,40.883411,-73.423556,11743,HUNTINGTON HOSPITAL ASSOCIATION,270 PARK AVE,HUNTINGTON,NY,159,22,6,11.76,11.76%,187,0,0,0%,11743,40.879331,-73.415944,104763,35%,Decile 4,0,11743,40.879331,-73.415944,170,206,170-206,186,New York
1669461281,187,39.772675,-105.104801,80033,"SCL HEALTH FRONT RANGE, INC",8300 W 38TH AVE,WHEAT RIDGE,CO,174,10,3,5.34,<5.88%,187,0,0,0%,80033,39.768112,-105.089897,104950,35%,Decile 4,0,80033,39.768112,-105.089897,170,206,170-206,186,Colorado
1699752915,187,44.873981,-93.335255,55435,FAIRVIEW HEALTH SERVICES,6401 FRANCE AVE S,EDINA,MN,180,3,4,1.6,<5.88%,181,6,3.2,<5.88%,55435,44.885983,-93.326965,105137,35%,Decile 4,0,55435,44.885983,-93.326965,170,206,170-206,186,Minnesota
1295789907,186,35.208185,-80.859107,28203,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,CHARLOTTE,NC,108,73,5,39.24,39.24%,186,0,0,0%,28203,35.203415,-80.838554,105323,35%,Decile 4,0,28203,35.203415,-80.838554,170,206,170-206,186,North Carolina
1326085424,186,26.58002,-80.072282,33462,JFK MEDICAL CENTER LIMITED PARTNERSHIP,5301 S CONGRESS AVE,ATLANTIS,FL,153,31,2,16.66,16.66%,185,1,0.5,<5.91%,33462,26.598362,-80.090965,105509,35%,Decile 4,0,33462,26.598362,-80.090965,170,206,170-206,186,Florida
1588665566,186,33.437213,-81.956156,30901,"UNIVERSITY HEALTH SERVICES,INC",1350 WALTON WAY,AUGUSTA,GA,113,70,3,37.63,37.63%,183,3,1.6,<5.91%,30901,33.47118,-81.983055,105695,35%,Decile 4,0,30901,33.47118,-81.983055,170,206,170-206,186,Georgia
1629027578,186,44.836452,-91.518514,54703,"MAYO CLINIC HEALTH SYSTEM-NORTHWEST WISCONSIN REGION, INC.",1221 WHIPPLE ST,EAU CLAIRE,WI,179,5,2,2.68,<5.91%,186,0,0,0%,54703,44.812187,-91.512932,105881,35%,Decile 4,0,54703,44.812187,-91.512932,170,206,170-206,186,Wisconsin
1033174933,185,47.715769,-122.213748,98034,KING COUNTY PUBLIC HOSPITAL DISTRICT NO. 2,12040 NE 128TH ST,KIRKLAND,WA,173,11,1,5.94,5.94%,184,1,0.5,<5.94%,98034,47.71561,-122.178547,106066,35%,Decile 4,0,98034,47.71561,-122.178547,170,206,170-206,186,Washington
1306898960,185,39.898143,-86.177595,46260,"ST. VINCENT HOSPITAL & HEALTH CARE CENTER, INC.",2001 W 86TH ST,INDIANAPOLIS,IN,130,49,6,26.48,26.48%,179,6,3.2,<5.94%,46260,39.909081,-86.195831,106251,35%,Decile 4,0,46260,39.909081,-86.195831,170,206,170-206,186,Indiana
1427147883,185,41.263218,-96.049586,68114,NEBRASKA METHODIST HOSPITAL,8303 DODGE STREET,OMAHA,NE,172,7,6,3.78,<5.94%,184,1,0.5,<5.94%,68114,41.258402,-96.042137,106436,35%,Decile 4,0,68114,41.258402,-96.042137,170,206,170-206,186,Nebraska
1427181007,185,37.031475,-121.98334,95065,DIGNITY HEALTH,1555 SOQUEL DR,SANTA CRUZ,CA,169,14,2,7.56,7.56%,181,4,2.1,<5.94%,95065,36.989471,-121.984413,106621,35%,Decile 4,0,95065,36.989471,-121.984413,170,206,170-206,186,California
1538244918,185,38.005828,-84.533469,40503,"BAPTIST HEALTHCARE SYSTEM, INC",1740 NICHOLASVILLE RD,LEXINGTON,KY,172,11,2,5.94,5.94%,182,3,1.6,<5.94%,40503,38.018154,-84.51199,106806,35%,Decile 4,0,40503,38.018154,-84.51199,170,206,170-206,186,Kentucky
1598784720,185,31.180919,-81.493973,31520,"SOUTHEAST GEORGIA HEALTH SYSTEM, INC.",2415 PARKWOOD DR,BRUNSWICK,GA,160,22,3,11.89,11.89%,184,1,0.5,<5.94%,31520,31.175415,-81.484489,106991,36%,Decile 4,0,31520,31.175415,-81.484489,170,206,170-206,186,Georgia
1083655997,184,45.613054,-108.390305,59101,SCL HEALTH MONTANA,1233 N 30TH ST,BILLINGS,MT,168,12,4,6.52,6.52%,184,0,0,0%,59101,45.793484,-108.518709,107175,36%,Decile 4,0,59101,45.793484,-108.518709,170,206,170-206,186,Montana
1124099858,184,42.51589,-83.016483,48093,ASCENSION MACOMB OAKLAND HOSPITAL,11800 E 12 MILE RD,WARREN,MI,151,30,3,16.3,16.30%,170,14,7.6,7.60%,48093,42.505806,-83.005417,107359,36%,Decile 4,0,48093,42.505806,-83.005417,170,206,170-206,186,Michigan
1154373843,184,34.101723,-81.042085,29203,PRISMA HEALTH-MIDLANDS,5 RICHLAND MEDICAL PARK DR,COLUMBIA,SC,94,85,5,46.19,46.19%,173,11,5.9,5.90%,29203,34.02795,-81.033379,107543,36%,Decile 4,0,29203,34.02795,-81.033379,170,206,170-206,186,South Carolina
1790297547,184,40.214893,-74.078907,7753,HMH HOSPITALS CORPORATION,1945 ROUTE 33,NEPTUNE,NJ,155,25,4,13.58,13.58%,182,2,1,<5.97%,-,-,-,107727,36%,Decile 4,0,7753,40.214893,-74.078907,170,206,170-206,186,New Jersey
1508971441,183,40.023624,-75.329727,19010,"MAIN LINE HOSPITALS, INC.",130 S BRYN MAWR AVE,BRYN MAWR,PA,162,13,8,7.1,7.10%,183,0,0,0%,19010,40.019485,-75.321266,107910,36%,Decile 4,0,19010,40.019485,-75.321266,170,206,170-206,186,Pennsylvania
1598744856,183,29.423945,-98.48642,78205,VHS SAN ANTONIO PARTNERS LLC,111 DALLAS ST,SAN ANTONIO,TX,152,29,2,15.84,15.84%,183,0,0,0%,78205,29.433764,-98.492783,108093,36%,Decile 4,0,78205,29.433764,-98.492783,170,206,170-206,186,Texas
1790740777,183,42.452752,-71.144319,1890,WINCHESTER HOSPITAL,41 HIGHLAND AVE,WINCHESTER,MA,175,5,3,2.73,<6.01%,183,0,0,0%,1890,42.465885,-71.122429,108276,36%,Decile 4,0,1890,42.465885,-71.122429,170,206,170-206,186,Massachusetts
1124272547,182,42.295408,-87.950611,60048,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,165,14,3,7.69,7.69%,182,0,0,0%,60048,42.274532,-87.957656,108458,36%,Decile 4,0,60048,42.274532,-87.957656,170,206,170-206,186,Illinois
1346250594,182,47.108292,-122.870623,98506,PROVIDENCE HEALTH & SERVICES WASHINGTON,413 LILLY RD NE,OLYMPIA,WA,171,6,5,3.29,<6.04%,182,0,0,0%,98506,47.052998,-122.847992,108640,36%,Decile 4,0,98506,47.052998,-122.847992,170,206,170-206,186,Washington
1366492977,182,38.93693,-77.090014,20016,LUCY WEBB HAYES NATIONAL TRAINING SCHOOL FOR DEACONESSES & MISSIONARIE,5255 LOUGHBORO RD NW,WASHINGTON,DC,121,58,3,31.86,31.86%,179,3,1.6,<6.04%,20016,38.936546,-77.1092,108822,36%,Decile 4,0,20016,38.936546,-77.1092,170,206,170-206,186,District of Columbia
1497790042,182,34.769847,-92.145446,72117,BAPTIST HEALTH,3333 SPRINGHILL DR,NORTH LITTLE ROCK,AR,157,24,1,13.18,13.18%,181,1,0.5,<6.04%,72117,34.783804,-92.222977,109004,36%,Decile 4,0,72117,34.783804,-92.222977,170,206,170-206,186,Arkansas
1538245634,182,46.816035,-100.700296,58501,SANFORD BISMARCK,300 N 7TH ST,BISMARCK,ND,171,10,1,5.49,<6.04%,180,2,1,<6.04%,58501,46.807888,-100.782387,109186,36%,Decile 4,0,58501,46.807888,-100.782387,170,206,170-206,186,North Dakota
1548296106,182,41.123512,-80.654651,44504,MERCY HEALTH YOUNGSTOWN LLC,1044 BELMONT AVE,YOUNGSTOWN,OH,144,36,2,19.78,19.78%,180,2,1,<6.04%,44504,41.113987,-80.658058,109368,36%,Decile 4,0,44504,41.113987,-80.658058,170,206,170-206,186,Ohio
1104295864,181,45.825929,-110.898032,59715,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,177,2,2,1.1,<6.07%,181,0,0,0%,59715,45.669846,-111.019974,109549,36%,Decile 4,0,59715,45.669846,-111.019974,170,206,170-206,186,Montana
1265431829,181,44.94878,-123.003655,97301,SALEM HEALTH,890 OAK ST SE,SALEM,OR,170,10,1,5.52,<6.07%,180,1,0.5,<6.07%,97301,44.932562,-123.034219,109730,36%,Decile 4,0,97301,44.932562,-123.034219,170,206,170-206,186,Oregon
1376544320,181,41.66188,-91.54594,52242,STATE UNIVERSITY OF IOWA,200 HAWKINS DR,IOWA CITY,IA,160,18,3,9.94,9.94%,181,0,0,0%,52242,41.657394,-91.548775,109911,37%,Decile 4,0,52242,41.657394,-91.548775,170,206,170-206,186,Iowa
1467492421,181,39.029195,-84.562134,41017,"ST ELIZABETH MEDICAL CENTER, INC",1 MEDICAL VILLAGE DR,EDGEWOOD,KY,170,7,4,3.86,<6.07%,181,0,0,0%,41017,39.013226,-84.562653,110092,37%,Decile 4,0,41017,39.013226,-84.562653,170,206,170-206,186,Kentucky
1568442309,181,39.935834,-75.113921,8103,THE COOPER HEALTH SYSTEM,1 COOPER PLZ,CAMDEN,NJ,126,52,3,28.72,28.72%,175,6,3.3,<6.07%,8103,39.94103,-75.116135,110273,37%,Decile 4,0,8103,39.94103,-75.116135,170,206,170-206,186,New Jersey
1699769901,181,,,,CURATORS OF THE UNIVERSITY OF MISSOURI,ONE HOSPITAL DRIVE,COLUMBIA,MO,163,14,4,7.73,7.73%,175,6,3.3,<6.07%,65201,38.938263,-92.329353,110454,37%,Decile 4,0,65201,38.938263,-92.329353,170,206,170-206,186,Missouri
1760571699,181,39.931138,-91.385695,62301,BLESSING HOSPITAL,1005 BROADWAY ST,QUINCY,IL,175,5,1,2.76,<6.07%,178,3,1.6,<6.07%,62301,39.937038,-91.399544,110635,37%,Decile 4,0,62301,39.937038,-91.399544,170,206,170-206,186,Illinois
1104881507,180,38.279592,-104.631463,81003,"PARKVIEW MEDICAL CENTER, INC.",400 W 16TH ST,PUEBLO,CO,162,16,2,8.88,8.88%,180,0,0,0%,81003,38.281783,-104.612694,110815,37%,Decile 4,0,81003,38.281783,-104.612694,170,206,170-206,186,Colorado
1629015698,180,37.822892,-81.266198,25801,RALEIGH GENERAL HOSPITAL LLC,1710 HARPER RD,BECKLEY,WV,171,9,0,5,<6.11%,180,0,0,0%,25801,37.787636,-81.20179,110995,37%,Decile 4,0,25801,37.787636,-81.20179,170,206,170-206,186,West Virginia
1689747552,180,35.057863,-106.620735,87106,UNM HOSPITAL,"2211 LOMAS BLVD., N.E.",ALBUQUERQUE,NM,137,40,3,22.22,22.22%,180,0,0,0%,87106,35.087982,-106.617261,111175,37%,Decile 4,0,87106,35.087982,-106.617261,170,206,170-206,186,New Mexico
1730264128,180,37.004848,-88.577941,42003,"BAPTIST HEALTHCARE SYSTEM, INC",2501 KENTUCKY AVE,PADUCAH,KY,165,14,1,7.77,7.77%,180,0,0,0%,42003,37.074127,-88.626976,111355,37%,Decile 4,0,42003,37.074127,-88.626976,170,206,170-206,186,Kentucky
1043233984,179,39.682913,-84.158883,45429,KETTERING MEDICAL CENTER,3535 SOUTHERN BLVD,KETTERING,OH,150,21,8,11.73,11.73%,179,0,0,0%,45429,39.697578,-84.191017,111534,37%,Decile 4,0,45429,39.697578,-84.191017,170,206,170-206,186,Ohio
1619975331,179,39.497812,-87.389953,47804,UNION HOSPITAL INC.,1606 N 7TH ST,TERRE HAUTE,IN,173,4,2,2.23,<6.14%,179,0,0,0%,47804,39.485855,-87.407043,111713,37%,Decile 4,0,47804,39.485855,-87.407043,170,206,170-206,186,Indiana
1720011810,179,33.379757,-111.875018,85202,BANNER DESERT MEDICAL CENTER,1400 S DOBSON RD,MESA,AZ,153,22,4,12.29,12.29%,176,3,1.6,<6.14%,85202,33.38995,-111.87735,111892,37%,Decile 4,0,85202,33.38995,-111.87735,170,206,170-206,186,Arizona
1992701825,179,38.524275,-77.00066,20646,CIVISTA MEDICAL CENTER INC.,5 GARRETT AVE,LA PLATA,MD,90,89,0,49.72,49.72%,179,0,0,0%,20646,38.52906,-76.972407,112071,37%,Decile 4,0,20646,38.52906,-76.972407,170,206,170-206,186,Maryland
1487650024,178,39.066616,-76.980935,20904,"ADVENTIST HEALTHCARE, INC.",11890 HEALING WAY,SILVER SPRING,MD,65,106,7,59.55,59.55%,178,0,0,0%,20904,39.049438,-76.957664,112249,37%,Decile 4,0,20904,39.049438,-76.957664,170,206,170-206,186,Maryland
1841245594,178,41.693766,-86.146824,46545,"SAINT JOSEPH REGIONAL MEDICAL CENTER - SOUTH BEND CAMPUS, INC.",5215 HOLY CROSS PKWY,MISHAWAKA,IN,151,21,6,11.79,11.79%,177,1,0.5,<6.17%,46545,41.702857,-86.179493,112427,37%,Decile 4,0,46545,41.702857,-86.179493,170,206,170-206,186,Indiana
1023088168,177,42.425373,-82.893194,48236,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,DETROIT,MI,96,80,1,45.19,45.19%,169,8,4.5,<6.21%,48236,42.419281,-82.914566,112604,37%,Decile 4,0,48236,42.419281,-82.914566,170,206,170-206,186,Michigan
1437177664,177,30.47745,-84.226927,32308,TALLAHASSEE MEMORIAL HEALTHCARE INC,1300 MICCOSUKEE RD,TALLAHASSEE,FL,117,57,3,32.2,32.20%,175,2,1.1,<6.21%,32308,30.456488,-84.261627,112781,37%,Decile 4,0,32308,30.456488,-84.261627,170,206,170-206,186,Florida
1821074196,177,39.973222,-105.209276,80303,BOULDER COMMUNITY HEALTH,4747 ARAPAHOE AVE,BOULDER,CO,164,6,7,3.38,<6.21%,176,1,0.5,<6.21%,80303,40.016369,-105.236389,112958,38%,Decile 4,0,80303,40.016369,-105.236389,170,206,170-206,186,Colorado
1932197258,177,36.57469,-121.840854,93940,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 WR HOLMAN HWY,MONTEREY,CA,155,18,4,10.16,10.16%,177,0,0,0%,93940,36.57856,-121.913406,113135,38%,Decile 4,0,93940,36.57856,-121.913406,170,206,170-206,186,California
1194787218,176,29.501861,-98.569302,78229,CHRISTUS SANTA ROSA HEALTH CARE CORPORATION,2827 BABCOCK RD,SAN ANTONIO,TX,142,30,4,17.04,17.04%,174,2,1.1,<6.25%,78229,29.51311,-98.590046,113311,38%,Decile 4,0,78229,29.51311,-98.590046,170,206,170-206,186,Texas
1265419907,176,28.033061,-82.724374,33761,TRUSTEES OF MEASE HOSPITAL INC,3231 N MCMULLEN BOOTH RD,CLEARWATER,FL,161,12,3,6.81,6.81%,163,13,7.3,7.30%,34695,28.038029,-82.707594,113487,38%,Decile 4,0,34695,28.038029,-82.707594,170,206,170-206,186,Florida
1427103910,176,48.144826,-101.326016,58701,TRINITY HOSPITALS,1 BURDICK EXPY W,MINOT,ND,165,11,0,6.25,6.25%,168,8,4.5,<6.25%,58702,48.14,-101.39,113663,38%,Decile 4,0,58702,48.14,-101.39,170,206,170-206,186,North Dakota
1770690695,176,33.567351,-112.053591,85020,HONORHEALTH,250 E DUNLAP AVE,PHOENIX,AZ,162,14,0,7.95,7.95%,171,5,2.8,<6.25%,85020,33.568928,-112.07103,113839,38%,Decile 4,0,85020,33.568928,-112.07103,170,206,170-206,186,Arizona
1194706655,175,32.70226,-114.658013,85364,YUMA REGIONAL MEDICAL CENTER,2400 S AVE A,YUMA,AZ,155,19,1,10.85,10.85%,162,13,7.4,7.40%,85364,32.681946,-114.635384,114014,38%,Decile 4,0,85364,32.681946,-114.635384,170,206,170-206,186,Arizona
1295723229,175,32.532929,-92.105911,71201,"ST FRANCIS MEDICAL CENTER, INC",309 JACKSON ST,MONROE,LA,123,51,1,29.14,29.14%,171,4,2.2,<6.28%,71201,32.499657,-92.114494,114189,38%,Decile 4,0,71201,32.499657,-92.114494,170,206,170-206,186,Louisiana
